Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ParcelCount,API_Command_java_lang_Runtime_exec,API_WebView_android_webkit_WebView_loadUrl,API_Database_android_database_sqlite_SQLiteDatabase_execSQL,API_Database_android_database_sqlite_SQLiteDatabase_getPath,API_Database_android_database_sqlite_SQLiteDatabase_insert,API_Database_android_database_sqlite_SQLiteDatabase_insertWithOnConflict,API_Database_android_database_sqlite_SQLiteDatabase_rawQuery,API_Database_android_database_sqlite_SQLiteDatabase_rawQueryWithFactory,API_Database_android_database_sqlite_SQLiteDatabase_updateWithOnConflict,API_IPC_android_content_ContextWrapper_sendBroadcast,API_IPC_android_content_ContextWrapper_startActivity,API_IPC_android_content_ContextWrapper_registerReceiver,API_Binder_android_app_ContextImpl_registerReceiver,API_Crypto_javax_crypto_spec_SecretKeySpec_$init,API_Crypto_javax_crypto_Cipher_doFinal,API_Crypto-Hash_java_security_MessageDigest_digest,API_Crypto-Hash_java_security_MessageDigest_update,API_DeviceInfo_android_telephony_TelephonyManager_getDeviceId,API_DeviceInfo_android_telephony_TelephonyManager_getSubscriberId,API_DeviceInfo_android_telephony_TelephonyManager_getLine1Number,API_DeviceInfo_android_net_wifi_WifiInfo_getBSSID,API_Network_java_net_URL_openConnection,API_DexClassLoader_dalvik_system_BaseDexClassLoader_findResource,API_DexClassLoader_dalvik_system_DexFile_loadClass,API_Base64_android_util_Base64_decode,API_Base64_android_util_Base64_encode,API_Base64_android_util_Base64_encodeToString,API_SystemManager_android_app_ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android_app_NotificationManager_notify,API_DeviceData_android_content_ContentResolver_query,API_DeviceData_android_content_ContentResolver_registerContentObserver,API_DeviceData_android_os_SystemProperties_get,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Logcat_debug,Logcat_info,Logcat_warning,Logcat_error,Logcat_verbose,Logcat_total,label
38860,4188,11136,26980,88820,4204,13126,10325,2800,8,16,0,0,0,0,0,0,0,0,0,0,0,36,72,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,70,0,0,0,0,1517,2961,4342,1009,3502,13331,72
80370,6280,10548,59964,104136,10956,30885,25172,5712,246,38,42,0,10,24,0,0,16,16,0,6,0,2,4,0,0,50,48,44,29,0,0,2,0,0,0,4,4,0,0,0,4,15,2030,12,4537,13,3299,590,2590,1507,3371,11357,24
37811,4820,12592,26388,76196,4836,13108,9926,3181,4,14,0,0,0,0,0,0,0,0,0,0,0,34,68,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,40,0,0,0,0,1516,3601,963,3590,2273,11943,72
69927,3880,10636,54096,95452,7940,24059,19685,4373,102,35,42,0,10,24,0,0,16,16,0,6,0,1,2,0,0,50,48,44,29,0,0,2,0,0,0,4,4,0,0,0,2,15,2107,12,4538,13,3240,2664,2847,1502,742,10995,24
36662,7348,10320,18016,68788,7360,5411,3979,1431,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1500,1814,5999,2467,3660,15440,44
63069,7404,11508,44452,88860,8080,22626,17526,5099,90,27,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,0,728,4672,3392,2242,1810,12844,47
104572,29436,8632,60364,94088,29680,60055,56223,3831,11,36,3,0,14,60,0,0,15,27,0,0,0,63,127,0,1,575,305,12,0,0,0,147,0,0,0,0,0,0,0,42,0,122,139869,292,46986,342,1547,1403,5267,2610,5764,16591,59
161687,59512,8316,78492,91336,61076,69787,64529,5257,35,58,0,0,5,11,0,0,10,10,0,0,0,228,303,66,66,326,1120,28,0,0,0,264,14,0,34,52,12,0,0,0,24,60,375076,927,156569,1136,2588,1313,1172,3540,4340,12953,24
57389,5556,10784,44804,82068,5564,12465,10789,1675,4,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,198,99,0,0,0,0,0,6,850,0,0,0,0,0,0,0,4,24419,65,8223,71,781,5761,1521,1808,3525,13396,44
94459,32220,10612,48440,112756,34472,19519,16704,2814,28,41,219,0,7,242,0,0,161,161,0,0,0,226,207,100,100,439,277,222,196,0,0,26,0,0,0,49,49,0,0,0,0,145,1560,8,20372,307,1575,1688,3603,4674,4279,15819,24
123857,6880,8288,104304,84912,6956,28286,20827,7458,234,45,6,0,8,17,0,0,15,15,0,22,0,9,18,13,13,1240,1365,26,4,0,0,46,5,0,10,12,0,0,0,6,2,6,29735,148,36113,167,11745,2000,1418,12139,4801,32103,24
33710,664,10912,29508,67804,672,10153,6503,3649,0,19,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1013,2928,2977,2828,1515,11261,24
46510,3672,11576,35764,68260,3912,13239,6219,7019,15,14,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,0,0,2100,35,1775,2654,1546,922,5396,12293,47
39007,4728,12356,26524,91200,4756,15297,11332,3964,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2779,2026,655,1507,9427,16394,24
45456,5936,12292,32272,65588,5952,13140,10251,2888,8,16,0,0,0,0,0,0,0,0,0,0,0,31,62,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,121,0,0,0,0,3378,2423,1550,961,3693,12005,72
46519,6960,11660,30800,73972,6976,13075,10715,2359,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,1505,5943,492,1533,1568,11041,24
53321,7008,11416,37224,79012,7276,15966,11604,4361,40,27,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,0,0,0,0,1802,2525,3552,836,5524,14239,47
50252,2608,9936,41824,68552,2620,20040,14626,5413,80,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,1374,6,942,8,1526,2411,757,1586,2445,8725,24
44419,4464,11548,32860,68988,4600,9143,6021,3121,15,16,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,0,0,2160,36,8204,2089,877,1555,2571,15296,47
72065,4004,10668,56820,89524,7944,26555,22321,4233,218,32,42,0,10,24,0,0,16,16,0,5,0,2,4,0,0,49,54,43,29,0,0,2,0,0,0,4,4,0,0,0,0,14,2030,12,4517,13,2735,3394,1534,3064,761,11488,24
46548,5200,11752,34132,63744,5456,9232,6427,2804,30,21,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,0,0,1800,30,2296,945,1572,11024,2772,18609,47
54466,7684,11480,36624,77660,7964,15469,10964,4504,21,25,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,0,0,0,0,761,2528,4228,3354,1806,12677,47
71802,4808,10680,56168,88592,8652,26406,21927,4478,147,29,45,0,10,24,0,0,16,16,0,6,0,1,2,0,0,52,57,46,30,0,0,2,0,0,0,4,4,0,0,0,0,14,2030,12,4523,13,3254,634,2776,1517,3239,11420,24
58464,11796,11584,37720,73804,11812,16102,13295,2806,126,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,31,1578,11,1493,14,3445,2240,814,1505,3301,11305,24
69252,4696,10628,52912,86184,8548,25536,19225,6310,131,30,33,0,10,24,0,0,16,16,0,3,0,2,4,0,0,41,39,35,26,0,0,2,0,0,0,4,4,0,0,0,4,15,2107,12,4456,12,3287,681,3500,1522,2510,11500,24
50291,3432,10656,39488,95184,3444,27351,18736,8614,149,18,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14591,37,3655,38,1787,3608,1176,701,7044,14316,59
86273,13240,10556,59908,82784,18276,30677,25547,5129,124,40,33,0,10,24,0,0,16,16,0,2,0,6,12,0,0,41,52,34,26,0,0,3,0,0,0,4,4,0,0,0,6,17,2107,12,4505,13,3093,754,1485,3126,2070,10528,24
34573,2396,13016,26892,75352,2408,9041,5227,3813,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,24,0,0,0,0,2012,3151,8982,3980,1615,19740,44
35308,1096,10996,30476,58984,1100,10174,7191,2982,0,17,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,35,2378,8,1575,18,2882,2733,1512,784,5574,13485,24
59202,5776,10960,44972,92336,5792,12595,10664,1930,4,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,276,138,0,0,0,0,0,8,1069,0,0,0,0,0,0,0,5,32368,89,11447,97,4020,829,1517,9683,1859,17908,44
61772,8252,10948,45016,81004,8268,12599,10713,1885,4,17,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,204,102,0,0,0,0,0,5,1069,0,0,0,0,0,0,0,5,0,0,0,0,9378,1743,618,1508,3398,16645,44
72879,5348,10640,55536,94540,9312,26481,20571,5909,285,33,42,0,10,24,0,0,16,16,0,6,0,1,2,0,0,50,48,44,29,0,0,2,0,0,0,4,4,0,0,0,4,15,2107,12,4484,12,3468,3310,670,2591,1519,11558,24
49376,7112,11404,34644,68476,7384,13265,10329,2935,15,21,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,0,0,0,0,808,4045,2354,1763,3380,12350,5
49550,5580,11452,37140,73868,5840,13334,6817,6516,30,21,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,0,0,2100,35,1842,3373,1014,2429,1574,10232,47
88743,10640,10820,66020,104160,10728,47876,39966,7909,164,48,0,0,0,0,0,0,0,0,0,2,0,24,48,41,49,135,379,30,8,0,0,85,11,0,4,14,0,0,0,0,4,8,143372,273,42232,319,2950,611,3222,1706,2764,11253,24
70508,4884,10628,53660,92112,8912,23703,19274,4428,154,32,42,0,10,24,0,0,16,16,0,6,0,2,4,0,0,50,48,44,30,0,0,2,0,0,0,4,4,0,0,0,4,15,2030,12,4529,13,780,3397,2554,1511,3330,11572,24
56796,4352,10972,43848,91996,4368,8419,6122,2296,4,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,202,101,0,0,0,0,0,6,1255,0,0,0,0,0,0,0,7,21152,66,9081,72,1554,7973,3695,2194,826,16242,44
58097,22368,9716,21456,79436,22432,11206,9069,2136,7,16,0,0,2,4,0,0,2,2,0,0,0,15,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,14769,43,3855,43,3824,740,2131,6128,1522,14345,59
38599,4884,12452,26692,87552,4892,13114,10019,3094,4,16,0,0,0,0,0,0,0,0,0,0,0,21,42,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,33,0,0,0,0,561,1532,6146,1500,1468,11207,72
67731,3632,10680,53600,86104,7292,25562,19541,6020,117,31,51,0,10,24,0,0,16,16,0,8,0,1,2,0,0,59,63,54,34,0,0,7,0,0,0,4,4,0,0,0,0,12,2029,12,4443,12,3268,647,3475,1505,2810,11705,24
45279,5088,12432,30520,93048,7096,17409,13726,3682,17,12,0,0,0,0,0,0,0,0,0,1,0,17,34,0,0,0,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,19,0,0,0,0,11010,4435,1515,1432,2648,21040,44
34418,968,10960,29992,71696,976,10181,6928,3252,0,16,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,33,2388,8,1255,10,1522,2603,2949,3940,927,11941,24
61145,6452,10916,45460,89164,6468,12559,10732,1826,4,16,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,228,114,0,0,0,0,0,6,1068,0,0,0,0,0,0,0,5,24731,73,9445,79,1522,754,4103,8549,1861,16789,44
35442,2852,12872,27108,76736,2872,8001,5153,2847,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,26,0,0,0,0,1508,1771,2697,5479,4284,15739,44
70787,5988,10648,53320,83528,9976,24175,19472,4702,150,29,33,0,10,24,0,0,16,16,0,3,0,1,2,0,0,41,39,35,26,0,0,2,0,0,0,4,4,0,0,0,4,15,2107,12,4510,13,731,3704,1521,2328,3282,11566,24
35274,2116,12932,26996,79268,2124,8973,4877,4095,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,140,140,168,168,0,0,0,0,0,0,0,280,0,0,0,0,0,0,28,0,0,0,0,4976,1506,3216,9559,1825,21082,24
39757,4584,12436,28240,84636,4596,7998,5599,2398,4,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,202,101,0,0,0,0,0,7,1322,0,0,0,0,0,0,0,8,21192,67,9085,73,936,12005,1549,4126,2332,20948,44
36780,2992,12736,26652,89944,3008,12091,10015,2075,4,16,0,0,0,0,0,0,0,0,0,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,32,0,0,0,0,347,1499,1564,6154,1563,11127,72
59639,5828,10924,46204,92516,5844,14957,11011,3945,4,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,288,144,0,0,0,0,0,9,1083,0,0,0,0,0,0,0,5,36971,109,14228,118,1500,4278,995,12299,1901,20973,44
66603,3456,10712,53220,87860,6476,23505,19046,4458,147,31,47,0,10,24,0,0,16,16,0,8,0,1,2,0,0,57,61,50,31,0,0,3,0,0,0,4,4,0,0,0,0,14,2030,12,4424,12,3299,2814,1529,811,3318,11771,24
35966,2852,12608,26788,79004,2864,9107,5947,3159,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,4310,13166,1479,3585,1565,24105,5
70702,5572,10656,53664,90884,9600,23964,19414,4549,223,30,36,0,10,24,0,0,16,16,0,4,0,2,4,0,0,44,42,38,27,0,0,2,0,0,0,4,4,0,0,0,4,15,2030,12,4463,12,751,3205,1516,3260,2389,11121,24
58929,5364,10804,46612,88684,5380,14965,11030,3934,4,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,244,122,0,0,0,0,0,7,1070,0,0,0,0,0,0,0,5,28811,85,11064,92,1519,890,8222,4147,1899,16677,44
68984,21572,9292,35440,76920,21740,15525,12332,3192,29,34,0,0,15,165,1,1,10,155,15,0,0,75,150,55,55,209,854,27,0,0,0,222,1,0,34,40,0,0,0,284,188,75,102615,564,130044,694,1228,1506,5576,2651,4144,15105,24
103733,7980,10776,86988,96920,7996,22526,18555,3970,15,20,0,0,0,0,0,0,0,0,0,0,9,21,24,0,0,135,84,0,0,0,0,6,0,0,6,0,0,0,0,0,0,21,26129,46,5779,51,3485,1508,3505,792,5295,14585,24
90723,21040,10848,60408,98360,21652,33987,27700,6286,190,48,0,5,7,22,0,2,0,21,3,3,0,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,45,10,2946,17,3255,20,1135,1520,1618,3156,2055,9484,138
32740,412,11012,29148,59808,416,10129,6495,3633,0,16,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,31,0,0,0,0,5283,925,1520,2933,2368,13029,24
61982,7348,10904,46400,88520,7364,15107,11068,4038,4,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,292,146,0,0,0,0,0,9,1079,0,0,0,0,0,0,0,5,36851,106,14025,115,1932,1516,9286,730,3959,17423,44
44352,8452,11020,28020,98292,8840,8793,7372,1420,16,34,0,0,5,9,0,0,8,8,0,0,0,30,60,0,0,60,30,0,0,0,0,73,0,0,0,0,0,0,0,0,60,31,12920,191,21110,254,2924,1928,5699,1511,11986,24048,24
34651,804,11008,29224,73772,812,8070,6645,1424,0,16,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,32,0,0,0,0,1511,1468,1355,466,4828,9628,24
81789,8976,10536,59536,81372,13500,31514,24911,6602,222,35,36,0,10,24,0,0,16,16,0,1,0,5,10,0,0,41,58,35,28,0,0,4,0,0,0,4,4,0,0,0,4,16,2107,12,4484,12,3352,697,2356,3421,1544,11370,24
71473,4108,10648,55792,94824,8724,30231,19821,10409,172,28,39,0,10,24,0,0,16,16,0,4,0,2,4,0,0,46,51,40,30,0,0,2,0,0,0,4,4,0,0,0,0,14,2030,12,4500,13,423,1506,2628,2600,2376,9533,24
82134,12584,9140,39960,82960,23160,20695,17916,2778,10,22,0,0,0,0,0,0,0,0,0,0,1,27,41,0,0,4,1049,1,0,0,1,1,2,0,0,6,6,2,0,0,0,13,15094,43,4906,41,960,1625,2139,2674,3767,11165,5
67896,12396,11160,44608,85760,13364,20587,17541,3045,83,31,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,4442,3390,2455,1819,719,12825,47
52808,11232,10196,33996,71784,11248,15340,11617,3722,37,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,950,4129,1521,2688,2675,11963,24
43090,2576,12764,34028,77036,2588,13600,5493,8106,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,20,0,0,0,0,3777,3433,1500,1471,5788,15969,44
90990,23948,9532,54364,88364,24164,55769,51151,4617,7,29,0,0,0,0,0,0,0,0,0,0,0,48,96,0,0,0,0,29,0,0,0,32,0,0,0,0,0,0,0,0,0,32,15597,43,3735,40,5133,1087,1556,2180,4529,14485,59
53672,6924,11520,37684,78032,6960,15654,11542,4111,36,31,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,0,0,0,0,2573,1521,3615,5001,864,13574,47
68546,3560,10664,53256,90932,7324,26037,19628,6408,73,32,45,0,10,24,0,0,16,16,0,6,0,4,8,0,0,53,64,46,30,0,0,3,0,0,0,4,4,0,0,0,0,15,2029,12,4533,12,625,2509,3317,1504,3049,11004,24
40173,4596,13072,26856,86672,4612,13140,10176,2963,8,14,0,0,0,0,0,0,0,0,0,0,0,27,54,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,53,0,0,0,0,977,3595,1512,2740,4059,12883,72
51216,7508,11464,34736,75576,7544,13265,10295,2969,15,21,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,826,1730,2495,3356,4883,13290,47
42683,2712,11368,34328,76156,2728,12773,5742,7030,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,16,0,0,0,0,1290,9262,2888,1506,3729,18675,44
209366,5860,10524,195824,90424,5980,40411,34418,5992,95,16,18,0,44,21,1436,1436,4,8,3,0,0,10,12,2,2,87,51,1,0,0,0,2,0,0,0,0,0,0,0,0,0,16,7402,18,3568,20,602,1547,1621,3819,2859,10448,59
47539,4420,11544,35752,66248,4676,13240,6236,7003,15,14,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,1680,28,836,1942,9778,1546,2035,16137,47
61249,2408,11084,52448,69404,2472,27505,20730,6774,716,24,0,0,0,0,0,0,0,0,0,44,0,18,46,40,1,0,0,0,2,40,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3760,1460,5157,1854,3360,15591,137
51881,8308,11488,35676,67428,8324,15303,11170,4132,11,15,0,0,2,25,10,10,15,22,0,3,0,2,4,20,20,112,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,12541,32,6505,34,1523,2142,2120,9214,759,15758,24
60221,1608,10800,49164,93024,3900,19055,15884,3170,608,26,0,0,0,0,0,0,0,0,0,40,0,18,42,36,1,0,0,0,2,36,0,0,0,0,0,0,0,0,0,0,0,18,115215,348,33672,421,3958,3948,1863,1435,5153,16357,137
45668,4360,10792,33392,90408,4412,14560,12320,2239,74,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,2,2,0,137,0,0,0,0,0,0,12,14978579,2369,98117,2322,2781,3896,4197,1527,1101,13502,24
117111,29788,8512,52484,131268,29984,35974,30878,5095,13,95,0,3,0,0,0,0,0,0,0,0,0,124,161,200,200,133,229,0,0,0,0,0,0,0,424,20,20,0,0,50,34,35,135859,149,8949,123,878,4844,1573,3376,2290,12961,59
70547,4588,10652,54024,92132,8444,26090,20014,6075,200,31,36,0,10,24,0,0,16,16,0,4,0,1,2,0,0,44,42,38,27,0,0,2,0,0,0,4,4,0,0,0,4,15,2030,12,4521,13,3128,640,3058,2427,1505,10758,24
53657,6644,11984,39544,84364,6660,14319,11249,3069,4,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,256,128,0,0,0,0,0,10,1053,0,0,0,0,0,0,0,5,33102,97,12580,105,4014,6357,712,1539,2022,14644,44
69918,3152,10708,54692,95448,7044,28344,20718,7625,172,30,42,0,10,24,0,0,16,16,0,5,0,4,8,0,0,49,54,43,32,0,0,2,0,0,0,4,4,0,0,0,0,17,2107,12,4571,13,3310,635,3327,1512,2644,11428,24
34540,1024,11016,29512,72800,1032,10174,6630,3543,0,16,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,31,2368,8,1253,10,1214,2867,3437,1523,2691,11732,24
56949,5764,10852,43724,82484,5780,8406,6090,2315,4,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,202,101,0,0,0,0,0,6,1255,0,0,0,0,0,0,0,7,21072,64,8942,70,1538,1529,1973,637,5181,10858,44
70600,4984,10684,54336,86364,8516,24321,20007,4313,251,29,36,0,10,24,0,0,16,16,0,4,0,1,2,0,0,45,49,38,27,0,0,3,0,0,0,4,4,0,0,0,4,15,2106,12,4442,12,3086,1529,2489,608,3065,10777,24
103306,37964,10712,48992,98316,41980,29332,25909,3422,26,41,0,30,0,0,0,0,0,0,0,2,5,295,319,50,50,128,106,29,30,24,0,0,12,0,4,0,0,0,0,2,232,48,19056,42,8405,66,3810,2616,1426,3513,1512,12877,95
200825,26384,10576,163248,103024,27904,40234,29536,10697,150,62,0,0,1,131,0,0,0,130,0,1,2,28,34,0,0,55,6987,7,0,0,1,4,2,0,0,9,9,4,0,152,130,9,97216,119,11919,111,3288,3613,631,1985,1667,11184,59
49168,5244,11372,35960,71208,5508,13243,6237,7005,15,17,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,0,1800,30,1165,2779,2408,1805,1546,9703,47
35705,2940,12700,26852,78340,2948,8008,5246,2761,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,22,0,0,0,0,1630,1505,3222,2824,2061,11242,44
72277,4476,10532,55800,96584,8748,26585,21291,5293,131,38,45,0,10,24,0,0,16,16,0,6,0,2,4,0,0,52,57,46,30,0,0,2,0,0,0,4,4,0,0,0,2,15,2107,12,4581,14,2672,3474,785,3207,1519,11657,24
51038,9156,11596,34048,68756,9172,14441,11635,2805,16,19,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,74,328,8,2508,19,3766,11696,3064,1537,1388,21451,5
72204,4744,10656,55048,83276,8888,27299,21010,6288,243,35,33,0,10,24,0,0,16,16,0,2,0,3,6,0,0,40,45,34,26,0,0,2,0,0,0,4,4,0,0,0,4,15,2106,12,4513,14,700,2578,3184,3096,1518,11076,24
29732,1008,9232,21304,57312,1012,7044,5387,1656,0,16,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,32,0,0,0,0,3132,2797,834,1520,3164,11447,24
50719,8324,11668,34340,81180,8340,15356,11408,3947,37,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,4075,910,1505,5085,2424,13999,24
57385,4416,10752,45556,98096,4464,25411,20171,5239,61,20,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,15339,39,3495,34,4069,1669,1524,792,3472,11526,59
72092,4292,10696,57420,88020,7904,30808,22105,8702,201,32,45,0,10,24,0,0,16,16,0,6,0,4,8,0,0,53,64,46,34,0,0,3,0,0,0,4,4,0,0,0,0,15,2107,12,4518,12,2531,3126,1507,3437,849,11450,24
53544,8772,11436,35128,79688,8828,15557,11798,3758,63,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,48,6563,36,4599,45,3241,1510,1019,3992,2421,12183,24
69433,4668,10644,52952,95288,8516,25797,19487,6309,181,29,33,0,10,24,0,0,16,16,0,3,0,1,2,0,0,41,39,35,26,0,0,2,0,0,0,4,4,0,0,0,4,15,2030,12,4497,12,4004,610,1522,3392,2391,11919,24
94121,39268,11096,42444,97664,40924,23166,19161,4004,41,45,0,0,0,0,0,0,0,0,0,0,0,434,436,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,466,88,0,0,0,0,3476,1521,4575,1594,3965,15131,24
35843,1076,11104,30560,75256,1084,16297,12501,3795,20,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2,0,0,0,0,1504,1559,2942,1033,3280,10318,24
50155,9312,11716,32352,66644,9324,13475,11315,2159,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,3375,1509,958,9618,2448,17908,138
46419,3896,11544,34736,80764,3920,13279,10452,2826,17,21,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,0,0,0,0,1069,1867,3903,3367,2276,12482,47
37766,4668,11140,26544,87416,4680,13126,10288,2837,8,14,0,0,0,0,0,0,0,0,0,0,0,35,70,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,69,0,0,0,0,3665,3103,4570,1162,1504,14004,72
56079,5732,10876,43364,91052,5748,8405,6080,2324,4,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,202,101,0,0,0,0,0,6,1255,0,0,0,0,0,0,0,7,21152,66,9058,72,831,7987,3663,1542,2161,16184,44
